City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
464,Fare,PF,-16.7,-151.0167,78.66,72,4,12.82,clear sky
465,Victor Harbor,AU,-35.5667,138.6167,77.68,81,92,11.01,overcast clouds
466,Batagay-Alyta,RU,67.8006,130.4114,17.17,81,55,3.27,broken clouds
467,Nassau,US,40.7507,-73.5829,60.46,75,0,0.0,clear sky
468,Guerrero Negro,MX,27.9769,-114.0611,68.5,73,1,13.8,clear sky
469,Harlingen,US,26.1906,-97.6961,80.51,93,0,6.91,clear sky
470,Gigmoto,PH,13.7796,124.39,86.63,73,93,11.21,overcast clouds
471,Rawah,IQ,34.4816,41.9093,79.25,18,54,8.08,broken clouds
472,Kibaya,TZ,-5.3,36.5667,62.91,67,98,7.25,overcast clouds
473,Manacapuru,BR,-3.2997,-60.6206,75.16,80,83,3.38,broken clouds
474,Almaznyy,RU,48.0448,40.045,40.01,67,13,8.88,few clouds
475,Olinda,BR,-8.0089,-34.8553,76.73,78,20,8.05,few clouds
476,Nouadhibou,MR,20.931,-17.0347,69.78,83,0,14.97,clear sky
477,Arcata,US,40.8665,-124.0828,58.68,87,0,4.61,clear sky
478,Luganville,VU,-15.5333,167.1667,82.09,75,30,7.49,scattered clouds
479,Vanimo,PG,-2.6741,141.3028,84.13,68,69,5.79,broken clouds
480,Sergeyevka,KZ,53.88,67.4158,42.06,69,33,13.27,scattered clouds
481,Yelizovo,RU,53.1873,158.3805,41.14,60,75,7.0,broken clouds
482,Turhal,TR,40.3875,36.0811,61.05,88,100,4.36,overcast clouds
483,Orlik,RU,52.5178,99.825,40.33,21,16,2.24,few clouds
484,Vestmannaeyjar,IS,63.4427,-20.2734,43.03,66,7,1.07,clear sky
485,Aransas Pass,US,27.9095,-97.15,82.4,90,0,5.75,clear sky
486,Kaka,TM,37.3482,59.6143,74.71,31,1,6.64,clear sky
487,Tailai,CN,46.3833,123.4,46.69,27,4,13.2,clear sky
488,Bud,US,39.447,-86.1758,50.02,60,83,6.71,broken clouds
489,Durres,AL,41.3231,19.4414,48.38,54,4,4.21,clear sky
490,Anuchino,RU,43.9622,133.0544,46.71,44,70,11.03,broken clouds
491,Inhambane,MZ,-23.865,35.3833,78.78,78,40,4.61,scattered clouds
492,Bandarbeyla,SO,9.4942,50.8122,79.54,74,6,2.77,clear sky
493,Araguaina,BR,-7.1911,-48.2072,79.74,44,87,3.06,overcast clouds
494,Oyem,GA,1.5995,11.5793,64.96,99,100,1.7,overcast clouds
495,Saint Anthony,US,45.0205,-93.218,35.53,56,75,16.11,broken clouds
496,Sisimiut,GL,66.9395,-53.6735,40.68,64,100,11.72,overcast clouds
497,Pochutla,MX,15.7432,-96.4661,77.83,93,85,3.56,light rain
498,Moussoro,TD,13.6408,16.4901,80.82,21,2,9.53,clear sky
499,Mandera,KE,3.9366,41.867,79.38,66,96,11.88,overcast clouds
500,Porbandar,IN,21.6422,69.6093,89.58,33,7,11.5,clear sky
501,Namatanai,PG,-3.6667,152.4333,85.19,66,87,10.92,overcast clouds
502,Pimentel,PE,-6.8367,-79.9342,60.48,90,32,12.95,scattered clouds
503,Sao Sebastiao,BR,-23.76,-45.4097,68.4,92,72,1.28,broken clouds
504,Quelimane,MZ,-17.8786,36.8883,75.15,94,20,4.61,few clouds
505,Hokitika,NZ,-42.7167,170.9667,54.84,70,85,11.05,overcast clouds
506,Oranjemund,NA,-28.55,16.4333,58.26,93,1,2.64,clear sky
507,Ostrovnoy,RU,68.0531,39.5131,46.29,93,100,17.25,moderate rain
508,Constitucion,CL,-35.3333,-72.4167,50.16,90,79,10.63,broken clouds
509,Ahipara,NZ,-35.1667,173.1667,59.25,96,97,7.05,overcast clouds
510,Karachi,PK,24.9056,67.0822,89.42,19,0,4.61,smoke
511,Namibe,AO,-15.1961,12.1522,67.87,85,95,6.2,overcast clouds
512,Cascais,PT,38.6979,-9.4215,67.51,89,59,11.99,broken clouds
513,Baoqing,CN,46.3317,132.2111,45.97,45,79,17.54,broken clouds
514,Arman,RU,59.7,150.1667,26.02,53,100,10.67,overcast clouds
515,Arroyo,ES,41.6096,-4.7969,58.59,88,0,3.44,clear sky
516,Mahebourg,MU,-20.4081,57.7,73.69,73,40,5.75,scattered clouds
517,Carutapera,BR,-1.195,-46.02,78.71,80,6,7.99,clear sky
518,Abalak,RU,58.1286,68.5944,40.08,88,100,8.9,overcast clouds
519,Skjervoy,NO,70.0311,20.9714,35.6,81,100,18.79,overcast clouds
520,Salmas,IR,38.1973,44.7653,54.93,30,61,2.62,broken clouds
521,Methven,NZ,-43.6333,171.65,52.02,81,92,4.0,overcast clouds
522,Sept-Iles,CA,50.2001,-66.3821,48.72,97,100,1.14,mist
523,Riyadh,SA,24.6877,46.7219,77.14,16,5,6.24,clear sky
524,Alexandria,EG,31.2156,29.9553,74.34,64,41,16.46,scattered clouds
525,Sorong,ID,-0.8833,131.25,83.8,73,100,7.16,overcast clouds
526,Lieksa,FI,63.3167,30.0167,47.61,90,100,14.88,light rain
527,Salamanca,ES,40.8333,-6.0,56.98,82,99,10.63,light rain
528,Strizhi,RU,58.4576,49.2867,39.72,85,38,10.63,scattered clouds
529,Kruisfontein,ZA,-34.0033,24.7314,64.89,80,100,7.54,light rain
530,Anderson,US,34.5334,-82.6499,66.88,82,0,0.0,clear sky
531,Kajaani,FI,64.2273,27.7285,42.85,93,100,13.8,overcast clouds
532,Haapsalu,EE,58.9431,23.5414,52.92,83,23,24.2,few clouds
533,Sao Francisco De Paula,BR,-29.4481,-50.5836,55.69,99,61,0.76,broken clouds
534,Oistins,BB,13.0667,-59.5333,80.69,78,20,11.5,few clouds
535,Savannah Bight,HN,16.45,-85.85,83.39,79,31,22.46,scattered clouds
536,Berlevag,NO,70.8578,29.0864,44.6,93,75,9.22,broken clouds
537,Panalingaan,PH,8.7842,117.4231,82.29,78,100,10.94,overcast clouds
538,Rantauprapat,ID,2.1,99.8333,90.05,51,84,2.62,broken clouds
539,Lavrentiya,RU,65.5833,-171.0,31.5,75,100,21.12,overcast clouds
540,Teo,ES,42.75,-8.5,59.34,97,40,6.91,fog
541,Narok,KE,-1.0783,35.8601,62.29,73,88,8.3,overcast clouds
542,Melekhovo,RU,56.2773,41.2935,41.07,73,86,12.82,overcast clouds
543,Baruun-Urt,MN,46.6806,113.2792,39.72,20,18,10.38,few clouds
544,Mbini,GQ,1.574,9.6134,75.42,89,63,4.61,broken clouds
545,Axim,GH,4.8699,-2.2405,75.4,88,75,1.79,light rain
546,Korla,CN,41.7597,86.1469,64.29,17,5,6.8,clear sky
547,Sioux Lookout,CA,50.1001,-91.917,24.87,93,100,11.5,mist
548,Rzhaksa,RU,52.1338,42.0264,37.69,75,6,5.12,clear sky
549,Montepuez,MZ,-13.1256,38.9997,71.8,65,59,2.93,broken clouds
550,Kattivakkam,IN,13.2167,80.3167,87.89,65,59,6.31,broken clouds
551,Placido De Castro,BR,-10.3353,-67.1856,73.44,93,97,0.43,overcast clouds
552,Tadine,NC,-21.55,167.8833,75.15,64,90,7.25,overcast clouds
553,Vagur,FO,61.4732,-6.8119,47.66,80,70,20.67,broken clouds
554,Alamogordo,US,32.8995,-105.9603,57.22,80,100,5.99,overcast clouds
555,Plyussa,RU,58.4308,29.3654,50.49,80,56,13.69,broken clouds
556,Rockland,US,41.1668,-74.0496,59.23,84,76,1.61,broken clouds
557,Praia,CV,14.9215,-23.5087,75.74,83,40,13.8,scattered clouds
558,Qianguo,CN,45.1171,124.8568,46.02,37,24,12.73,few clouds
559,Kapuskasing,CA,49.4169,-82.4331,37.49,100,100,4.61,light rain
560,Sale,MA,34.0389,-6.8166,72.64,100,40,3.44,scattered clouds
561,Pontes E Lacerda,BR,-15.2261,-59.3353,74.19,71,10,3.47,clear sky
562,Mogadishu,SO,2.0371,45.3438,79.41,78,57,11.54,broken clouds
563,Bahia Blanca,AR,-38.7196,-62.2724,55.45,52,81,10.36,broken clouds
564,Dagana,MR,16.5165,-15.5068,82.0,48,2,6.76,clear sky
565,Suntar,RU,62.1444,117.6319,32.59,90,100,6.82,overcast clouds
566,Valle De Allende,MX,26.9333,-105.4,65.3,45,25,6.58,scattered clouds
567,Xuanhua,CN,40.6103,115.0447,50.16,17,0,16.06,clear sky
568,Aban,RU,56.67,96.06,42.66,52,99,5.39,overcast clouds
569,Ballina,AU,-28.8667,153.5667,74.01,79,28,14.81,scattered clouds
570,Severnyy,RU,50.677,36.5532,35.64,87,14,2.24,few clouds
571,Labytnangi,RU,66.6572,66.4183,37.85,90,65,4.97,broken clouds
572,Keti Bandar,PK,24.1447,67.4497,87.76,42,3,8.21,clear sky
573,Bratsk,RU,56.1325,101.6142,39.69,49,8,10.0,clear sky
574,Tiarei,PF,-17.5333,-149.3333,80.01,81,14,19.77,light rain
575,Manokwari,ID,-0.8667,134.0833,84.22,72,40,8.95,scattered clouds
576,Mopipi,BW,-21.1833,24.8833,72.25,49,97,15.59,overcast clouds
577,Jaciara,BR,-15.9653,-54.9683,79.61,35,33,2.17,scattered clouds
578,Mocuba,MZ,-16.8392,36.9856,76.23,62,3,4.56,clear sky
579,Dalbandin,PK,28.8947,64.4101,81.52,8,0,4.79,clear sky
580,Copiapo,CL,-27.3667,-70.3333,53.29,61,0,0.49,clear sky
581,Candido Mendes,BR,-1.4467,-45.7167,76.59,85,7,5.3,clear sky
582,Botwood,CA,49.1499,-55.3482,49.89,93,100,8.81,heavy intensity rain
583,Nyurba,RU,63.2842,118.3319,32.29,89,99,5.61,overcast clouds
584,Alta Floresta,BR,-9.8756,-56.0861,71.49,84,88,3.71,overcast clouds
585,Gamba,GA,-2.65,10.0,74.34,94,86,4.29,overcast clouds
586,Mirnyy,RU,62.5353,113.9611,30.24,80,94,18.01,overcast clouds
587,Richmond,US,37.5538,-77.4603,58.24,95,100,6.91,moderate rain
588,Bambanglipuro,ID,-7.95,110.2833,82.9,72,100,12.5,overcast clouds
589,Istisu,AZ,40.9457,48.0738,54.27,90,99,3.42,overcast clouds
590,Anisoc,GQ,1.8658,10.7689,68.16,100,100,0.78,light rain
591,Mookane,BW,-23.688,26.6595,67.59,61,90,15.55,overcast clouds
592,Windsor,CA,42.3001,-83.0165,48.52,79,75,6.91,broken clouds
593,Archidona,ES,37.0965,-4.3887,65.91,46,63,4.9,broken clouds
594,Sayyan,YE,15.1718,44.3244,57.25,35,0,8.3,clear sky
595,Antalaha,MG,-14.9003,50.2788,74.53,59,0,7.34,clear sky
596,Lompoc,US,34.6391,-120.4579,57.34,90,0,3.44,clear sky
597,Ostersund,SE,63.1792,14.6357,41.45,100,0,11.5,clear sky
598,Dukat,RU,62.55,155.55,0.01,98,7,1.74,clear sky
599,Miles City,US,46.4083,-105.8406,47.37,53,100,4.61,overcast clouds
600,Pangody,RU,65.85,74.4859,37.72,94,100,4.34,overcast clouds
601,Chara,RU,56.9064,118.2631,25.97,59,97,2.71,overcast clouds
602,Tahoua,NE,14.8888,5.2692,69.78,37,0,4.61,clear sky
603,Awjilah,LY,29.1081,21.2869,63.55,71,0,7.74,clear sky
604,Umm Kaddadah,SD,13.6017,26.6876,79.48,16,51,18.16,broken clouds
605,Tambo,PE,-14.8,-73.9167,35.37,68,7,3.11,clear sky
606,Amalapuram,IN,16.5833,82.0167,86.34,69,96,4.5,overcast clouds
607,Wanxian,CN,30.8039,108.3897,78.42,39,58,5.37,broken clouds
608,Bronnoysund,NO,65.4625,12.1997,44.6,87,75,10.36,broken clouds
609,Port-Cartier,CA,50.0334,-66.8654,48.42,93,99,3.11,overcast clouds
610,Hami,CN,42.8,93.45,67.69,14,2,3.36,clear sky
611,Ilovlya,RU,49.3033,43.9796,41.72,65,0,3.78,clear sky
612,Moa,CU,20.6569,-74.9403,78.28,82,9,2.42,clear sky
613,Safford,US,32.834,-109.7076,57.11,100,0,4.61,clear sky
614,Seoul,KR,37.5683,126.9778,60.19,26,0,16.11,clear sky
615,Ouadda,CF,8.0777,22.4007,68.41,97,100,2.84,overcast clouds
616,Buarcos,PT,40.166,-8.8768,67.55,86,71,10.25,broken clouds
617,Sinazongwe,ZM,-17.2614,27.4618,78.75,45,40,11.99,scattered clouds
618,Terekli-Mekteb,RU,44.1671,45.8698,56.07,61,100,14.29,overcast clouds
619,Powassan,CA,46.0334,-79.3496,41.16,95,98,2.86,overcast clouds
620,Landeck,AT,47.1301,10.5636,50.74,76,31,6.64,scattered clouds
621,Fuling,CN,29.7022,107.3919,77.5,49,12,4.25,few clouds
622,Eyl,SO,7.9803,49.8164,79.88,74,42,5.93,light rain
623,Grand Gaube,MU,-20.0064,57.6608,73.8,79,87,5.99,light rain
624,Roald,NO,62.5833,6.1333,49.33,93,75,9.22,light intensity drizzle rain
625,Boden,SE,65.8252,21.6886,32.0,93,26,3.31,scattered clouds
626,Delmas,HT,18.5447,-72.3028,75.4,86,39,2.21,scattered clouds
627,Taybad,IR,34.74,60.7756,74.35,15,3,6.64,clear sky
628,Uray,RU,60.1247,64.7758,40.37,83,98,8.19,overcast clouds
629,Ca Mau,VN,9.1769,105.15,87.4,61,82,4.27,broken clouds
630,Bat Yam,IL,32.0231,34.7503,75.31,66,0,8.05,clear sky
631,Lakes Entrance,AU,-37.8811,147.981,60.17,54,67,9.48,broken clouds
632,Were Ilu,ET,10.6,39.4333,54.9,61,1,6.04,clear sky
633,Chapais,CA,49.7834,-74.8492,40.78,95,76,4.9,broken clouds
634,Ayan,RU,56.45,138.1667,34.34,45,15,18.25,few clouds
635,Maumere,ID,-8.6199,122.2111,84.96,69,72,3.6,moderate rain
636,Raton,US,36.9034,-104.4391,41.61,96,100,4.61,overcast clouds
637,Limon,CR,10.0,-83.0333,76.05,90,100,6.15,overcast clouds
638,Ustynivka,UA,47.9551,32.5367,42.01,70,1,5.82,clear sky
639,Ocampo,MX,21.65,-101.5,57.97,64,25,4.54,scattered clouds
640,Asau,RO,46.4333,26.4,29.32,80,0,3.62,clear sky
641,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.21,78,97,13.42,overcast clouds
642,Buraydah,SA,26.326,43.975,72.05,16,3,10.09,clear sky
643,Belyy Yar,RU,53.6039,91.3903,33.69,75,0,2.24,clear sky
644,San Joaquin,US,37.9333,-121.3011,61.05,71,0,5.75,clear sky
645,Bichura,RU,50.5881,107.6022,44.53,27,11,4.12,few clouds
646,Boende,CD,-0.2167,20.8667,69.46,98,100,2.37,overcast clouds
647,Zarichne,UA,51.8126,26.129,48.42,76,51,6.93,broken clouds
648,Maneadero,MX,31.7167,-116.5667,65.1,89,8,1.99,clear sky
649,Ambilobe,MG,-13.2,49.05,80.31,49,31,4.61,scattered clouds
650,Fort Nelson,CA,58.8053,-122.7002,31.59,74,0,0.0,clear sky
651,Porto Velho,BR,-8.7619,-63.9039,73.45,94,75,1.14,moderate rain
652,Jawhar,SO,2.7809,45.5005,81.86,61,25,12.88,scattered clouds
653,Lucea,JM,18.451,-78.1736,80.46,78,2,5.88,clear sky
654,Krasnaya Poyma,RU,55.0014,39.08,40.26,72,100,13.27,overcast clouds
655,Slave Lake,CA,55.2834,-114.769,42.78,65,0,6.91,clear sky
656,Wufeng,CN,27.45,104.8333,55.78,58,21,10.8,few clouds
657,Mansoa,GW,12.0733,-15.3189,77.2,94,70,3.0,broken clouds
658,Wenling,CN,28.3669,121.36,66.09,78,100,20.18,overcast clouds
659,Paraiso,CR,9.8383,-83.8656,64.42,97,100,1.12,overcast clouds
660,Flinders,AU,-34.5833,150.8552,65.37,70,87,8.86,overcast clouds
661,Mato Verde,BR,-15.3972,-42.8664,66.79,71,15,5.97,few clouds
662,Ekibastuz,KZ,51.6667,75.3667,48.09,59,52,18.63,broken clouds
663,Hargeysa,SO,9.56,44.065,68.04,71,16,7.0,few clouds
664,Sheopur,IN,25.6667,76.7,81.09,45,1,2.8,clear sky
665,Kalmunai,LK,7.4167,81.8167,83.21,72,94,1.48,overcast clouds
666,Charters Towers,AU,-20.1,146.2667,94.28,26,46,3.83,scattered clouds
667,Tautira,PF,-17.7333,-149.15,76.82,82,46,20.18,light rain
668,Xining,CN,36.6167,101.7667,50.16,31,6,1.7,clear sky
669,Varzea Da Palma,BR,-17.5981,-44.7308,70.45,45,1,3.04,clear sky
670,Ishinomaki,JP,38.4167,141.3,68.0,77,45,3.02,light rain
671,Igarka,RU,67.4667,86.5833,31.32,95,100,9.42,light snow
672,Baishishan,CN,43.5833,127.5667,43.29,53,57,11.92,broken clouds
673,Mutare,ZW,-18.9707,32.6709,64.71,66,47,5.61,scattered clouds
674,Ascension,US,30.2169,-90.9001,72.07,94,0,0.0,clear sky
675,Bozeman,US,45.6796,-111.0386,45.73,68,0,4.0,clear sky
676,Coromandel,BR,-18.4733,-47.2003,66.38,42,2,4.34,clear sky
677,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,57.13,94,15,6.31,few clouds
678,Cuxhaven,DE,53.8718,8.6909,53.96,90,100,15.41,overcast clouds
679,Nacimiento,CL,-37.5,-72.6667,50.61,91,98,3.15,overcast clouds
680,Ales,FR,44.1333,4.0833,57.69,97,88,0.85,overcast clouds
681,Birjand,IR,32.8663,59.2211,72.07,13,0,4.61,clear sky
682,Sabang,ID,5.8933,95.3214,81.43,78,95,21.43,overcast clouds
683,Baijiantan,CN,45.6333,85.1833,66.31,17,98,5.66,overcast clouds
684,Salinopolis,BR,-0.6136,-47.3561,79.41,80,68,8.84,broken clouds
685,Champerico,GT,14.3,-91.9167,77.76,87,96,6.58,light rain
686,Thinadhoo,MV,0.5333,72.9333,81.21,69,100,12.01,overcast clouds
687,Lesogorskiy,RU,61.0455,28.9294,50.56,79,53,13.33,light rain
688,Ponta Delgada,PT,37.7333,-25.6667,68.72,60,20,21.85,few clouds
689,Pyapon,MM,16.2833,95.6833,85.33,66,12,10.76,few clouds
690,Prince Rupert,CA,54.3161,-130.3201,60.89,68,0,28.77,clear sky
691,North Bend,US,43.4065,-124.2243,58.91,92,100,0.0,overcast clouds
692,La Libertad,EC,-2.2333,-80.9,67.89,82,95,9.71,overcast clouds
693,Cap-Aux-Meules,CA,47.3821,-61.8597,53.62,94,100,6.91,overcast clouds
694,Ganzhou,CN,28.8184,115.4327,77.36,40,21,21.43,few clouds
695,Campbellton,CA,48.0075,-66.6727,48.65,87,68,3.51,broken clouds
696,Boa Vista,BR,2.8197,-60.6733,78.78,78,40,1.14,scattered clouds
697,Liverpool,GB,53.4106,-2.9779,57.74,84,20,12.66,few clouds
698,Nema,RU,57.5067,50.5011,39.34,87,75,9.06,broken clouds
